"cluster","cluster.size","study","group"
563,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3605268__gene_symbol__tm6sf1__meta-analysis","other"
564,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3246372__gene_symbol__ncoa4__meta-analysis","other"
565,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3072014__gene_symbol__tnpo3__meta-analysis","other"
566,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2953570__gene_symbol__trem1__meta-analysis","other"
567,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3456805__gene_symbol__gtsf1__meta-analysis","other"
568,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3351300__gene_symbol__cd3g__meta-analysis","other"
569,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2326049__gene_symbol__man1c1__meta-analysis","other"
570,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2385696__gene_symbol__ntpcr__meta-analysis","other"
571,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3744324__gene_symbol__ctc1__meta-analysis","other"
572,2,"29311653_Marioni-R_cognitive_abilities__mmse_basic_adjusted_model","neurological"
572,2,"29311653_Marioni-R_cognitive_abilities__mmse_fully_adjusted_model","neurological"
573,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3081525__gene_symbol__c7orf13__meta-analysis","other"
574,1,"30101351_Chamberlain-JA_betaine",NA
575,3,"33752734_Yao-C_gene_expression_of_affymetrix_id__3031533__gene_symbol__gimap4__meta-analysis","other"
575,3,"33752734_Yao-C_gene_expression_of_affymetrix_id__3031624__gene_symbol__tmem176a__meta-analysis","other"
575,3,"33752734_Yao-C_gene_expression_of_affymetrix_id__3079172__gene_symbol__tmem176b__meta-analysis","other"
576,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3629243__gene_symbol__rbpms2__meta-analysis","other"
577,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3645338__gene_symbol__prss21__meta-analysis","other"
578,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2922631__gene_symbol__dse__meta-analysis","other"
579,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2691798__gene_symbol__iqcb1__meta-analysis","other"
580,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2942432__gene_symbol__gfod1__meta-analysis","other"
581,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3556924__gene_symbol__prmt5__meta-analysis","other"
582,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2501238__gene_symbol__psd4__meta-analysis","other"
583,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3913483__gene_symbol__tcfl5__meta-analysis","other"
584,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2320581__gene_symbol__plod1__meta-analysis","other"
585,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2890326__gene_symbol__tbc1d9b__meta-analysis","other"
586,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3379708__gene_symbol__mrpl21__meta-analysis","other"
587,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3572235__gene_symbol__mlh3__meta-analysis","other"
588,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2484841__gene_symbol__b3gnt2__meta-analysis","other"
589,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2331602__gene_symbol__ppie__meta-analysis","other"
590,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3633890__gene_symbol__scaper__meta-analysis","other"
591,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3838385__gene_symbol__cd37__meta-analysis","other"
591,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3867796__gene_symbol__tead2__meta-analysis","other"
592,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2948587__gene_symbol__tubb__meta-analysis","other"
593,2,"30529013_Battram-T_melanoma_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse120878__authors_assessed_methylation_differences_between_melanoma_samples_and_nevi","cancer"
593,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3105600__gene_symbol__ca2__meta-analysis","other"
594,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3403595__gene_symbol__clec4a__meta-analysis","other"
595,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3882681__gene_symbol__chmp4b__meta-analysis","other"
596,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3404530__gene_symbol__clec12a__meta-analysis","other"
596,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3404549__gene_symbol__clec12b__meta-analysis","other"
597,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3154136__gene_symbol__lrrc6__meta-analysis","other"
598,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3873338__gene_symbol__fam110a__meta-analysis","other"
599,1,"33823916_Song-N_cancer_treatment__brain-rt","cancer"
600,2,"30905381_Dunn-E_caregiver_and_physical_or_emotional_abuse_adversity_was_experienced_between_ages_8_months_and_6_years_old","age"
600,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2401347__gene_symbol__tcea3__meta-analysis","other"
601,2,"30905381_Dunn-E_family_instability_adversity_was_experienced_between_ages_1_5_years_and_6_5_years_old","age"
601,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3820612__gene_symbol__slc44a2__meta-analysis","other"
602,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3869650__gene_symbol__znf83__meta-analysis","other"
603,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3475295__gene_symbol__morn3__meta-analysis","other"
604,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2469213__gene_symbol__klf11__meta-analysis","other"
605,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2334052__gene_symbol__c1orf228__meta-analysis","other"
606,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2422722__gene_symbol__tgfbr3__meta-analysis","other"
607,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2440385__gene_symbol__cd244__meta-analysis","other"
608,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2906720__gene_symbol__treml4__meta-analysis","other"
609,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3000953__gene_symbol__upp1__meta-analysis","other"
610,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3343452__gene_symbol__prss23__meta-analysis","other"
611,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3734379__gene_symbol__cd300a__meta-analysis","other"
612,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3945651__gene_symbol__apobec3g__meta-analysis","other"
613,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2438892__gene_symbol__fcrl5__meta-analysis","other"
613,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2439001__gene_symbol__fcrl3__meta-analysis","other"
614,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2756965__gene_symbol__spon2__meta-analysis","other"
615,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2491661__gene_symbol__vamp8__meta-analysis","other"
616,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2447540__gene_symbol__glt25d2__meta-analysis","other"
617,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2469094__gene_symbol__taf1b__meta-analysis","other"
618,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3333877__gene_symbol__lgals12__meta-analysis","other"
619,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3525498__gene_symbol__rab20__meta-analysis","other"
620,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3642060__gene_symbol__chsy1__meta-analysis","other"
621,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3645601__gene_symbol__mmp25__meta-analysis","other"
622,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3418007__gene_symbol__shmt2__meta-analysis","other"
623,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3445123__gene_symbol__htr7p1__meta-analysis","other"
624,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3930781__gene_symbol__setd4__meta-analysis","other"
625,2,"31346403_Massrali-A_autistic_traits_autism_traits_measured_by_the_social_and_communication_disorders_checklist_at_age_8",NA
625,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3348790__gene_symbol__dixdc1__meta-analysis","other"
626,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2378180__gene_symbol__diexf__meta-analysis","other"
626,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2453881__gene_symbol__irf6__meta-analysis","other"
627,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3005444__gene_symbol__tpst1__meta-analysis","other"
628,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3126504__gene_symbol__csgalnact1__meta-analysis","other"
629,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2452405__gene_symbol__nuak2__meta-analysis","other"
630,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3878220__gene_symbol__not_mapped__meta-analysis","other"
631,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3948543__gene_symbol__fam118a__meta-analysis","other"
632,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2439842__gene_symbol__tagln2__meta-analysis","other"
633,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3402522__gene_symbol__tapbpl__meta-analysis","other"
634,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3317071__gene_symbol__lsp1__meta-analysis","other"
635,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3082874__gene_symbol__arhgef10__meta-analysis","other"
636,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2950329__gene_symbol__hla-dpa1__meta-analysis","other"
637,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2829171__gene_symbol__tcf7__meta-analysis","other"
638,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3894047__gene_symbol__pcmtd2__meta-analysis","other"
639,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2351632__gene_symbol__cept1__meta-analysis","other"
640,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2395123__gene_symbol__uts2__meta-analysis","other"
641,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3230414__gene_symbol__lcn8__meta-analysis","other"
642,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3265432__gene_symbol__fam160b1__meta-analysis","other"
643,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3527597__gene_symbol__ang__meta-analysis","other"
644,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3303652__gene_symbol__mrpl43__meta-analysis","other"
645,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3168841__gene_symbol__grhpr__meta-analysis","other"
646,2,"33173928_Yan-Q_exposure_to_gun_violence",NA
646,2,"33751861_Yan-Q_exposure_to_gun_violence",NA
647,2,"33173928_Yan-Q_maternal_perceived_stress",NA
647,2,"33751861_Yan-Q_maternal_perceived_stress",NA
648,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2641341__gene_symbol__acad9__meta-analysis","other"
649,3,"33185669_Childebayeva-A_high_altitude","other"
649,3,"33566097_Childebayeva-A_altitude_low_altitude_vs_migrant_quechua","other"
649,3,"33566097_Childebayeva-A_altitude_low_vs_high_altitude_quechua","other"
650,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3404030__gene_symbol__klrg1__meta-analysis","other"
651,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3567050__gene_symbol__rtn1__meta-analysis","other"
652,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__4054204__gene_symbol__apod__meta-analysis","other"
653,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2947975__gene_symbol__hla-f-as1__meta-analysis","other"
654,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2901312__gene_symbol__hcg9__meta-analysis","other"
655,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3033924__gene_symbol__ube3c__meta-analysis","other"
656,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3254488__gene_symbol__fam213a__meta-analysis","other"
657,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2539821__gene_symbol__adam17__meta-analysis","other"
658,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2773872__gene_symbol__naaa__meta-analysis","other"
659,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3521484__gene_symbol__uggt2__meta-analysis","other"
660,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2488038__gene_symbol__nagk__meta-analysis","other"
661,3,"33752734_Yao-C_gene_expression_of_affymetrix_id__2643530__gene_symbol__cep63__meta-analysis","other"
661,3,"33752734_Yao-C_gene_expression_of_affymetrix_id__2643592__gene_symbol__ephb1__meta-analysis","other"
661,3,"33752734_Yao-C_gene_expression_of_affymetrix_id__2696379__gene_symbol__anapc13__meta-analysis","other"
662,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2678714__gene_symbol__fhit__meta-analysis","other"
662,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2679014__gene_symbol__npcdr1__meta-analysis","other"
663,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2849992__gene_symbol__fam134b__meta-analysis","other"
664,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3081862__gene_symbol__ptprn2__meta-analysis","other"
665,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3597338__gene_symbol__tpm1__meta-analysis","other"
666,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3796428__gene_symbol__myom1__meta-analysis","other"
667,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3095223__gene_symbol__ido1__meta-analysis","other"
668,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3739108__gene_symbol__fn3krp__meta-analysis","other"
669,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2701071__gene_symbol__p2ry13__meta-analysis","other"
670,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3886765__gene_symbol__pi3__meta-analysis","other"
671,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2947572__gene_symbol__trim27__meta-analysis","other"
672,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3769779__gene_symbol__slc39a11__meta-analysis","other"
673,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3189422__gene_symbol__fam125b__meta-analysis","other"
674,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3311775__gene_symbol__dhx32__meta-analysis","other"
675,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2975257__gene_symbol__aldh8a1__meta-analysis","other"
676,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3125915__gene_symbol__mtus1__meta-analysis","other"
677,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2336585__gene_symbol__scp2__meta-analysis","other"
677,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2413032__gene_symbol__echdc2__meta-analysis","other"
678,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2363202__gene_symbol__slamf7__meta-analysis","other"
678,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2440258__gene_symbol__slamf6__meta-analysis","other"
679,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2519860__gene_symbol__asnsd1__meta-analysis","other"
679,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2591942__gene_symbol__ormdl1__meta-analysis","other"
680,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2620160__gene_symbol__znf197__meta-analysis","other"
680,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2620212__gene_symbol__znf502__meta-analysis","other"
681,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2639129__gene_symbol__dirc2__meta-analysis","other"
681,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2692136__gene_symbol__hspbap1__meta-analysis","other"
682,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2714729__gene_symbol__uvssa__meta-analysis","other"
682,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2714818__gene_symbol__cripak__meta-analysis","other"
683,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2994835__gene_symbol__chn2__meta-analysis","other"
683,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3043648__gene_symbol__cpvl__meta-analysis","other"
684,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3223605__gene_symbol__fbxw2__meta-analysis","other"
684,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3223776__gene_symbol__c5__meta-analysis","other"
685,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3328349__gene_symbol__not_mapped__meta-analysis","other"
685,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3328389__gene_symbol__ext2__meta-analysis","other"
686,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3402315__gene_symbol__cd9__meta-analysis","other"
686,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3441685__gene_symbol__vwf__meta-analysis","other"
687,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3430552__gene_symbol__pwp1__meta-analysis","other"
687,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3470037__gene_symbol__prdm4__meta-analysis","other"
688,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3444368__gene_symbol__prh1-prr4__meta-analysis","other"
688,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3444436__gene_symbol__tas2r14__meta-analysis","other"
689,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3501415__gene_symbol__carkd__meta-analysis","other"
689,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3525538__gene_symbol__carkd__meta-analysis","other"
690,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3707095__gene_symbol__arrb2__meta-analysis","other"
690,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3742212__gene_symbol__alox15__meta-analysis","other"
691,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3815399__gene_symbol__cnn2__meta-analysis","other"
691,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3844897__gene_symbol__c19orf6__meta-analysis","other"
692,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3822875__gene_symbol__znf333__meta-analysis","other"
692,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3852880__gene_symbol__emr2__meta-analysis","other"
693,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3832280__gene_symbol__c19orf33__meta-analysis","other"
693,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3861302__gene_symbol__yif1b__meta-analysis","other"
694,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3880629__gene_symbol__cst7__meta-analysis","other"
694,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3901665__gene_symbol__c20orf3__meta-analysis","other"
695,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3887017__gene_symbol__dnttip1__meta-analysis","other"
695,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3907420__gene_symbol__wfdc3__meta-analysis","other"
696,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3935243__gene_symbol__lss__meta-analysis","other"
696,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3935300__gene_symbol__mcm3ap__meta-analysis","other"
697,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3939545__gene_symbol__mif__meta-analysis","other"
697,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3954989__gene_symbol__ddtl__meta-analysis","other"
698,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3987446__gene_symbol__alg13__meta-analysis","other"
698,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3987492__gene_symbol__alg13__meta-analysis","other"
699,1,"33823916_Song-N_cancer_treatment__corticosteroids_and_vinca_alkaloids","cancer"
